Attaching to kafka, mongo
mongo  | {"t":{"$date":"2025-08-04T20:44:59.081+00:00"},"s":"I",  "c":"CONTROL",  "id":23285,   "ctx":"main","msg":"Automatically disabling TLS 1.0, to force-enable TLS 1.0 specify --sslDisabledProtocols 'none'"}
kafka  | 	queued.max.requests = 500
kafka  | 	quota.window.num = 11
kafka  | 	quota.window.size.seconds = 1
kafka  | 	remote.fetch.max.wait.ms = 500
kafka  | 	remote.list.offsets.request.timeout.ms = 30000
kafka  | 	remote.log.index.file.cache.total.size.bytes = 1073741824
kafka  | 	remote.log.manager.copier.thread.pool.size = 10
kafka  | 	remote.log.manager.copy.max.bytes.per.second = 9223372036854775807
kafka  | 	remote.log.manager.copy.quota.window.num = 11
kafka  | 	remote.log.manager.copy.quota.window.size.seconds = 1
kafka  | 	remote.log.manager.expiration.thread.pool.size = 10
kafka  | 	remote.log.manager.fetch.max.bytes.per.second = 9223372036854775807
kafka  | 	remote.log.manager.fetch.quota.window.num = 11
kafka  | 	remote.log.manager.fetch.quota.window.size.seconds = 1
kafka  | 	remote.log.manager.task.interval.ms = 30000
kafka  | 	remote.log.manager.task.retry.backoff.max.ms = 30000
kafka  | 	remote.log.manager.task.retry.backoff.ms = 500
kafka  | 	remote.log.manager.task.retry.jitter = 0.2
kafka  | 	remote.log.manager.thread.pool.size = 2
kafka  | 	remote.log.metadata.custom.metadata.max.bytes = 128
kafka  | 	remote.log.metadata.manager.class.name = org.apache.kafka.server.log.remote.metadata.storage.TopicBasedRemoteLogMetadataManager
kafka  | 	remote.log.metadata.manager.class.path = null
kafka  | 	remote.log.metadata.manager.impl.prefix = rlmm.config.
kafka  | 	remote.log.metadata.manager.listener.name = null
kafka  | 	remote.log.reader.max.pending.tasks = 100
kafka  | 	remote.log.reader.threads = 10
kafka  | 	remote.log.storage.manager.class.name = null
kafka  | 	remote.log.storage.manager.class.path = null
kafka  | 	remote.log.storage.manager.impl.prefix = rsm.config.
kafka  | 	remote.log.storage.system.enable = false
kafka  | 	replica.fetch.backoff.ms = 1000
kafka  | 	replica.fetch.max.bytes = 1048576
kafka  | 	replica.fetch.min.bytes = 1
kafka  | 	replica.fetch.response.max.bytes = 10485760
kafka  | 	replica.fetch.wait.max.ms = 500
kafka  | 	replica.high.watermark.checkpoint.interval.ms = 5000
kafka  | 	replica.lag.time.max.ms = 30000
kafka  | 	replica.selector.class = null
kafka  | 	replica.socket.receive.buffer.bytes = 65536
kafka  | 	replica.socket.timeout.ms = 30000
kafka  | 	replication.quota.window.num = 11
kafka  | 	replication.quota.window.size.seconds = 1
kafka  | 	request.timeout.ms = 30000
kafka  | 	sasl.client.callback.handler.class = null
kafka  | 	sasl.enabled.mechanisms = [PLAIN, SCRAM-SHA-256, SCRAM-SHA-512]
kafka  | 	sasl.jaas.config = null
kafka  | 	sasl.kerberos.kinit.cmd = /usr/bin/kinit
kafka  | 	sasl.kerberos.min.time.before.relogin = 60000
kafka  | 	sasl.kerberos.principal.to.local.rules = [DEFAULT]
kafka  | 	sasl.kerberos.service.name = null
kafka  | 	sasl.kerberos.ticket.renew.jitter = 0.05
kafka  | 	sasl.kerberos.ticket.renew.window.factor = 0.8
kafka  | 	sasl.login.callback.handler.class = null
kafka  | 	sasl.login.class = null
kafka  | 	sasl.login.connect.timeout.ms = null
kafka  | 	sasl.login.read.timeout.ms = null
kafka  | 	sasl.login.refresh.buffer.seconds = 300
kafka  | 	sasl.login.refresh.min.period.seconds = 60
kafka  | 	sasl.login.refresh.window.factor = 0.8
kafka  | 	sasl.login.refresh.window.jitter = 0.05
kafka  | 	sasl.login.retry.backoff.max.ms = 10000
kafka  | 	sasl.login.retry.backoff.ms = 100
kafka  | 	sasl.mechanism.controller.protocol = GSSAPI
kafka  | 	sasl.mechanism.inter.broker.protocol = GSSAPI
kafka  | 	sasl.oauthbearer.clock.skew.seconds = 30
kafka  | 	sasl.oauthbearer.expected.audience = null
kafka  | 	sasl.oauthbearer.expected.issuer = null
kafka  | 	sasl.oauthbearer.jwks.endpoint.refresh.ms = 3600000
kafka  | 	sasl.oauthbearer.jwks.endpoint.retry.backoff.max.ms = 10000
kafka  | 	sasl.oauthbearer.jwks.endpoint.retry.backoff.ms = 100
kafka  | 	sasl.oauthbearer.jwks.endpoint.url = null
kafka  | 	sasl.oauthbearer.scope.claim.name = scope
kafka  | 	sasl.oauthbearer.sub.claim.name = sub
kafka  | 	sasl.oauthbearer.token.endpoint.url = null
kafka  | 	sasl.server.callback.handler.class = null
kafka  | 	sasl.server.max.receive.size = 524288
kafka  | 	security.inter.broker.protocol = PLAINTEXT
kafka  | 	security.providers = null
kafka  | 	server.max.startup.time.ms = 9223372036854775807
kafka  | 	share.coordinator.append.linger.ms = 10
kafka  | 	share.coordinator.load.buffer.size = 5242880
kafka  | 	share.coordinator.snapshot.update.records.per.snapshot = 500
kafka  | 	share.coordinator.state.topic.compression.codec = 0
kafka  | 	share.coordinator.state.topic.min.isr = 1
kafka  | 	share.coordinator.state.topic.num.partitions = 50
kafka  | 	share.coordinator.state.topic.prune.interval.ms = 300000
kafka  | 	share.coordinator.state.topic.replication.factor = 1
kafka  | 	share.coordinator.state.topic.segment.bytes = 104857600
kafka  | 	share.coordinator.threads = 1
kafka  | 	share.coordinator.write.timeout.ms = 5000
kafka  | 	share.fetch.max.fetch.records = 2147483647
kafka  | 	share.fetch.purgatory.purge.interval.requests = 1000
kafka  | 	socket.connection.setup.timeout.max.ms = 30000
kafka  | 	socket.connection.setup.timeout.ms = 10000
kafka  | 	socket.listen.backlog.size = 50
kafka  | 	socket.receive.buffer.bytes = 102400
kafka  | 	socket.request.max.bytes = 104857600
kafka  | 	socket.send.buffer.bytes = 102400
kafka  | 	ssl.allow.dn.changes = false
kafka  | 	ssl.allow.san.changes = false
kafka  | 	ssl.cipher.suites = []
kafka  | 	ssl.client.auth = none
kafka  | 	ssl.enabled.protocols = [TLSv1.2, TLSv1.3]
kafka  | 	ssl.endpoint.identification.algorithm = https
kafka  | 	ssl.engine.factory.class = null
kafka  | 	ssl.key.password = null
kafka  | 	ssl.keymanager.algorithm = SunX509
kafka  | 	ssl.keystore.certificate.chain = null
kafka  | 	ssl.keystore.key = null
kafka  | 	ssl.keystore.location = null
kafka  | 	ssl.keystore.password = null
kafka  | 	ssl.keystore.type = JKS
kafka  | 	ssl.principal.mapping.rules = DEFAULT
kafka  | 	ssl.protocol = TLSv1.3
kafka  | 	ssl.provider = null
kafka  | 	ssl.secure.random.implementation = null
kafka  | 	ssl.trustmanager.algorithm = PKIX
kafka  | 	ssl.truststore.certificates = null
kafka  | 	ssl.truststore.location = null
kafka  | 	ssl.truststore.password = null
kafka  | 	ssl.truststore.type = JKS
kafka  | 	telemetry.max.bytes = 1048576
kafka  | 	transaction.abort.timed.out.transaction.cleanup.interval.ms = 10000
kafka  | 	transaction.max.timeout.ms = 900000
kafka  | 	transaction.partition.verification.enable = true
kafka  | 	transaction.remove.expired.transaction.cleanup.interval.ms = 3600000
kafka  | 	transaction.state.log.load.buffer.size = 5242880
kafka  | 	transaction.state.log.min.isr = 1
kafka  | 	transaction.state.log.num.partitions = 50
kafka  | 	transaction.state.log.replication.factor = 1
kafka  | 	transaction.state.log.segment.bytes = 104857600
kafka  | 	transactional.id.expiration.ms = 604800000
kafka  | 	unclean.leader.election.enable = false
kafka  | 	unclean.leader.election.interval.ms = 300000
kafka  | 	unstable.api.versions.enable = false
kafka  | 	unstable.feature.versions.enable = false
kafka  |  (org.apache.kafka.common.config.AbstractConfig)
kafka  | [2025-08-04 20:45:21,169] INFO [BrokerServer id=1] Waiting for the broker to be unfenced (kafka.server.BrokerServer)
kafka  | [2025-08-04 20:45:21,199] INFO [BrokerLifecycleManager id=1] The broker has been unfenced. Transitioning from RECOVERY to RUNNING. (kafka.server.BrokerLifecycleManager)
kafka  | [2025-08-04 20:45:21,199] INFO [BrokerServer id=1] Finished waiting for the broker to be unfenced (kafka.server.BrokerServer)
kafka  | [2025-08-04 20:45:21,200] INFO [ReplicaFetcherManager on broker 1] Removed fetcher for partitions Set(user-created-0) (kafka.server.ReplicaFetcherManager)
kafka  | [2025-08-04 20:45:21,200] INFO authorizerStart completed for endpoint PLAINTEXT. Endpoint is now READY. (org.apache.kafka.server.network.EndpointReadyFutures)
kafka  | [2025-08-04 20:45:21,201] INFO [SocketServer listenerType=BROKER, nodeId=1] Enabling request processing. (kafka.network.SocketServer)
kafka  | [2025-08-04 20:45:21,201] INFO Awaiting socket connections on 0.0.0.0:9092. (kafka.network.DataPlaneAcceptor)
kafka  | [2025-08-04 20:45:21,202] INFO [BrokerServer id=1] Waiting for all of the authorizer futures to be completed (kafka.server.BrokerServer)
kafka  | [2025-08-04 20:45:21,202] INFO [BrokerServer id=1] Finished waiting for all of the authorizer futures to be completed (kafka.server.BrokerServer)
kafka  | [2025-08-04 20:45:21,202] INFO [BrokerServer id=1] Waiting for all of the SocketServer Acceptors to be started (kafka.server.BrokerServer)
kafka  | [2025-08-04 20:45:21,202] INFO [BrokerServer id=1] Finished waiting for all of the SocketServer Acceptors to be started (kafka.server.BrokerServer)
kafka  | [2025-08-04 20:45:21,202] INFO [BrokerServer id=1] Transition from STARTING to STARTED (kafka.server.BrokerServer)
kafka  | [2025-08-04 20:45:21,203] INFO Kafka version: 4.0.0 (org.apache.kafka.common.utils.AppInfoParser)
kafka  | [2025-08-04 20:45:21,203] INFO Kafka commitId: 985bc99521dd22bb (org.apache.kafka.common.utils.AppInfoParser)
kafka  | [2025-08-04 20:45:21,203] INFO Kafka startTimeMs: 1754340321202 (org.apache.kafka.common.utils.AppInfoParser)
kafka  | [2025-08-04 20:45:21,204] INFO [KafkaRaftServer nodeId=1] Kafka Server started (kafka.server.KafkaRaftServer)
mongo  | {"t":{"$date":"2025-08-04T20:45:26.736+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"172.18.0.1:33348","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"9a5ca9a0-b659-4eca-b7b9-0a2d0a2d5cde"}},"connectionId":1,"connectionCount":1}}
mongo  | {"t":{"$date":"2025-08-04T20:45:26.736+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn1","msg":"client metadata","attr":{"remote":"172.18.0.1:33348","client":"conn1","negotiatedCompressors":[],"doc":{"driver":{"name":"PyMongo|c|MongoEngine","version":"4.13.2|0.29.1"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.15.7-arch1-1"},"platform":"CPython 3.13.5.final.0"}}}
mongo  | {"t":{"$date":"2025-08-04T20:45:26.737+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"172.18.0.1:33356","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"f5b71439-2963-4b99-9664-7a0868e77941"}},"connectionId":2,"connectionCount":2}}
mongo  | {"t":{"$date":"2025-08-04T20:45:26.737+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn2","msg":"client metadata","attr":{"remote":"172.18.0.1:33356","client":"conn2","negotiatedCompressors":[],"doc":{"driver":{"name":"PyMongo|c|MongoEngine","version":"4.13.2|0.29.1"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.15.7-arch1-1"},"platform":"CPython 3.13.5.final.0"}}}
mongo  | {"t":{"$date":"2025-08-04T20:45:59.489+00:00"},"s":"I",  "c":"WTCHKPT",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":{"ts_sec":1754340359,"ts_usec":489944,"thread":"1:0x7f82ab8136c0","session_name":"WT_SESSION.checkpoint","category":"WT_VERB_CHECKPOINT_PROGRESS","category_id":7,"verbose_level":"DEBUG_1","verbose_level_id":1,"msg":"saving checkpoint snapshot min: 3, snapshot max: 3 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 152"}}}
mongo  | {"t":{"$date":"2025-08-04T20:46:59.512+00:00"},"s":"I",  "c":"WTCHKPT",  "id":22430,   "ctx":"Checkpointer","msg":"WiredTiger message","attr":{"message":{"ts_sec":1754340419,"ts_usec":512708,"thread":"1:0x7f82ab8136c0","session_name":"WT_SESSION.checkpoint","category":"WT_VERB_CHECKPOINT_PROGRESS","category_id":7,"verbose_level":"DEBUG_1","verbose_level_id":1,"msg":"saving checkpoint snapshot min: 6, snapshot max: 6 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 152"}}}
mongo  | {"t":{"$date":"2025-08-04T20:47:24.353+00:00"},"s":"I",  "c":"-",        "id":20883,   "ctx":"conn1","msg":"Interrupted operation as its client disconnected","attr":{"opId":13324}}
mongo  | {"t":{"$date":"2025-08-04T20:47:24.353+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn2","msg":"Connection ended","attr":{"remote":"172.18.0.1:33356","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"f5b71439-2963-4b99-9664-7a0868e77941"}},"connectionId":2,"connectionCount":1}}
mongo  | {"t":{"$date":"2025-08-04T20:47:24.354+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn1","msg":"Connection ended","attr":{"remote":"172.18.0.1:33348","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"9a5ca9a0-b659-4eca-b7b9-0a2d0a2d5cde"}},"connectionId":1,"connectionCount":0}}
